routine_id,recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets,am_routine,pm_routine
RTN0000001,REC0000001,combination,0,0,0,0,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001695,REC0001695,sensitive,1,4,2,5,salicylic acid cleanser,oil free gel moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001696,REC0001696,sensitive,1,4,4,4,hydrating cleanser,soothing moisturizer,retinol serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001697,REC0001697,sensitive,1,5,2,0,ultra gentle cleanser,ceramide moisturizer,centella serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0001698,REC0001698,sensitive,1,5,2,1,gentle foam cleanser,rich cream moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0001699,REC0001699,sensitive,1,5,2,2,ultra gentle cleanser,light lotion moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: light lotion moisturizer
RTN0001700,REC0001700,sensitive,1,5,2,4,gentle foam cleanser,rich cream moisturizer,vitamin c serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001701,REC0001701,sensitive,1,5,3,2,hydrating cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001702,REC0001702,sensitive,1,5,3,2,ultra gentle cleanser,rich cream moisturizer,centella serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: barrier repair | 3) Moisturizer: rich cream moisturizer
RTN0001703,REC0001703,sensitive,1,5,4,0,gentle foam cleanser,oil free gel moisturizer,retinol serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001704,REC0001704,sensitive,1,5,4,0,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001705,REC0001705,sensitive,1,5,4,0,ultra gentle cleanser,ceramide moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001706,REC0001706,sensitive,1,5,4,2,gentle foam cleanser,light lotion moisturizer,retinol serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001707,REC0001707,sensitive,1,5,4,2,milk cleanser,ceramide moisturizer,retinol serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0001708,REC0001708,sensitive,1,5,4,5,salicylic acid cleanser,rich cream moisturizer,retinol serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0001709,REC0001709,sensitive,1,5,5,0,salicylic acid cleanser,light lotion moisturizer,retinol serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0001710,REC0001710,sensitive,1,5,5,5,hydrating cleanser,light lotion moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: light lotion moisturizer
RTN0001711,REC0001711,sensitive,2,0,0,4,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001712,REC0001712,sensitive,2,0,1,4,hydrating cleanser,soothing moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001713,REC0001713,sensitive,2,0,1,5,acne control cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0001714,REC0001714,sensitive,2,0,2,2,hydrating cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0001715,REC0001715,sensitive,2,0,2,4,hydrating cleanser,oil free gel moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0001716,REC0001716,sensitive,2,0,3,0,acne control cleanser,light lotion moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: centella serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: light lotion moisturizer
RTN0001717,REC0001717,sensitive,2,0,4,5,milk cleanser,oil free gel moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001718,REC0001718,sensitive,2,0,5,0,hydrating cleanser,rich cream moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: rich cream moisturizer
RTN0001719,REC0001719,sensitive,2,0,5,2,hydrating cleanser,ceramide moisturizer,hyaluronic acid serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0001720,REC0001720,sensitive,2,0,5,5,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0001721,REC0001721,sensitive,2,1,0,0,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001722,REC0001722,sensitive,2,1,0,2,gentle foam cleanser,ceramide moisturizer,centella serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0001723,REC0001723,sensitive,2,1,0,4,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0001724,REC0001724,sensitive,2,1,1,0,ultra gentle cleanser,oil free gel moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001725,REC0001725,sensitive,2,1,1,1,gentle foam cleanser,oil free gel moisturizer,centella serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001726,REC0001726,sensitive,2,1,1,2,acne control cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0001727,REC0001727,sensitive,2,1,1,4,gentle foam cleanser,rich cream moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0001728,REC0001728,sensitive,2,1,1,4,gentle foam cleanser,soothing moisturizer,niacinamide serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0001729,REC0001729,sensitive,2,1,2,2,hydrating cleanser,soothing moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001730,REC0001730,sensitive,2,1,2,3,milk cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001731,REC0001731,sensitive,2,1,2,4,ultra gentle cleanser,ceramide moisturizer,retinol serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001732,REC0001732,sensitive,2,1,3,1,acne control cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0001733,REC0001733,sensitive,2,1,3,4,salicylic acid cleanser,ceramide moisturizer,peptide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0001734,REC0001734,sensitive,2,1,4,4,milk cleanser,soothing moisturizer,niacinamide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001735,REC0001735,sensitive,2,1,5,0,salicylic acid cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001736,REC0001736,sensitive,2,1,5,2,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: light lotion moisturizer
RTN0001737,REC0001737,sensitive,2,1,5,3,ultra gentle cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001738,REC0001738,sensitive,2,1,5,4,salicylic acid cleanser,oil free gel moisturizer,centella serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001739,REC0001739,sensitive,2,1,5,4,ultra gentle cleanser,soothing moisturizer,peptide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001740,REC0001740,sensitive,2,2,1,3,hydrating cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001741,REC0001741,sensitive,2,2,2,1,salicylic acid cleanser,ceramide moisturizer,retinol serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: ceramide moisturizer
RTN0001742,REC0001742,sensitive,2,2,3,2,gentle foam cleanser,soothing moisturizer,peptide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0001743,REC0001743,sensitive,2,2,3,5,acne control cleanser,oil free gel moisturizer,vitamin c serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001744,REC0001744,sensitive,2,2,4,0,ultra gentle cleanser,soothing moisturizer,peptide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001745,REC0001745,sensitive,2,2,4,2,salicylic acid cleanser,light lotion moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: light lotion moisturizer
RTN0001746,REC0001746,sensitive,2,2,4,3,gentle foam cleanser,soothing moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001747,REC0001747,sensitive,2,2,4,3,salicylic acid cleanser,soothing moisturizer,centella serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001748,REC0001748,sensitive,2,2,5,3,hydrating cleanser,soothing moisturizer,niacinamide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001749,REC0001749,sensitive,2,3,0,1,gentle foam cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001750,REC0001750,sensitive,2,3,0,2,ultra gentle cleanser,ceramide moisturizer,hyaluronic acid serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: ceramide moisturizer
RTN0001751,REC0001751,sensitive,2,3,1,1,hydrating cleanser,ceramide moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001752,REC0001752,sensitive,2,3,1,1,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001753,REC0001753,sensitive,2,3,1,2,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001754,REC0001754,sensitive,2,3,2,4,hydrating cleanser,soothing moisturizer,niacinamide serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0001755,REC0001755,sensitive,2,3,2,4,salicylic acid cleanser,rich cream moisturizer,niacinamide serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: barrier repair | 3) Moisturizer: rich cream moisturizer
RTN0001756,REC0001756,sensitive,2,3,3,2,gentle foam cleanser,ceramide moisturizer,retinol serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
